,0
M2AA6CF11E10903588,66439
N132EEEA415D172BCD,6007
F1C10B88C8076F0020,6008
R19EA3C49719549934,11806
M27D43E667F0AF3F10,83626
M2C5939792CEE747E5,97259
F1B3471F952B1635FC,23441
F1DDF9EB52CBA7A261,63035
N21D63C1D4E9BA70F0,34578
F151F72D82D7425EC4,11811
Q21A2410CDAD39AA20,57368
T2B05BEDA0830E9D56,85915
F15DC5B19D123A311A,122382
Q1ADA9E25C8E1EE647,108476
F23152E67526B8FFC6,85918
G2A8461790DA2C6FCF,57371
A16500757E1A8D5EF1,116356
K2E4789C72060D5871,85919
S10A99C715BF9F97F4,423
U28BF95A88A34A6E5E,11818
F2F2E7C56FC0FE4168,19226
F1DB85B7C305253018,85922
P2990F16DEEB3E88CB,68737
F2C85AB002FE892B02,40233
N23D18345CC02D3939,113846
R1C83D824D47113E0D,14047
Q2B07EEEDF17C980AA,6017
V2413CA0D7845D91F1,29018
H218404114F3D95E55,74416
R22B7CC0F741221689,63045
K22B396CD735116C53,116338
L146442795227C5B6C,91668
J2EDAD65DD27C17AFB,68744
F221F3F09456B03F1C,51630
T20BDDD516486C2D36,59614
H16CDD45F2D317C547,97277
F13AF14E412D6022F8,432
Q1779DF183DC75E552,63048
M171534AAE2B745274,23452
N24BFA361E37B49068,85927
F1BF713111386571AB,11830
H16087C952C51F7479,122169
F24CB607A056BB5D3A,63050
T27E12B119DEC9E4CC,103014
C26C4B59056260A810,97279
B13D8C28197BA623E7,2644
S2A2464C66F6468AB5,85930
T16A3251F4A0F36053,97280
S1E1FD5745FC458807,25653
K11D6447E8BBB99E48,91676
S26F1ED60B35EFF664,114216
C24FE6FA402597A81D,68748
F1C39EC373C1E31634,119900
A25EB408779FD58EEF,74423
F2FE9AC6358DFD9DC1,89343
L216355667F4E54020,40241
M20C61D45CFB86AD44,72176
F17391B0EBA30AF5AE,68751
N11C55DDA2AC91E2F0,40244
W2D3EC2B0C812A0C8B,11843
E165405322081F1BED,103891
A17C90E9C045B637C8,113849
X2CB765A45BB0C5F0B,119909
D105A0BB7B160CC55A,23462
S1E93BFF7F1D61983F,91684
T1DBF8ABCAA288D1A7,68367
G29DD978C8CAF590EB,68759
S246EDA07899FA8765,65324
F1BBDB60FD3EDFDBD7,91686
M16CFE095DE55C96F2,17671
P1F15165AC28139355,6033
A20B486F13A18789CB,57401
N2A8DABF47E195E6B0,11845
R20538830EE30BC3CA,70268
F27423681158495DA2,442
U2876741FED03D0EEB,444
E24C1FB9B6B0A3CA70,17676
C20382AA6A07E23A72,61676
H158A2848DF0EB6DFF,103020
L265223EE1113FE571,103021
E2A15DCEBD0DCB74A6,85943
L254197B3407B1F784,37953
A2915A899F009444BD,446
N1AF07132F5D2E4A1E,24972
H2489202E8D47F5EE1,63068
K140E703F337FFB58A,23473
Q19508095253E75EFC,51652
N28513933D61298104,51653
N14D337C51C5C7B6CD,91700
A225C0702196024677,103023
R237D7B35A0535E810,74441
A237017531DE2738CB,23475
F22EB189D0F5C424F2,121420
G2CFDF5A87B5E5605E,68772
F29AE5366270FD72B2,17678
P164CEDC6AC0C2E623,31314
P1AB9BA14FDC614A90,6042
K245AC30FBD37C4163,34606
U262B941C966250F54,74446
U24C19305A2E23ABBF,23478
A2CB5A2EE2E45CBAAD,74447
C226EEB86DFC45C582,29040
S24211702405AA3E47,45876
F1F2FC4B0FCA3C923A,6043
N1B87655883355138F,23481
A13BDDDCD9A0E0BD80,17681
F2D78F8F8A3FCFF51E,51665
H1C99B04BF5CE5967F,68779
G1EA58F4F12B8CB51F,17682
U2687BA95264B9B52D,29043
C23298A78113E55192,51787
A12035D87FCD91C28E,68689
F21B2C979C5CDF60A4,85952
F28A8E38495A0244EA,457
D230B7B95357D3AC38,29046
C2EB9BA9DA92A9CF17,57420
Q251CAA145CE0FEC0C,17686
H13C6BBB78B21A4373,89346
K28ECBDC34551CC47D,11150
S1DE8478CB90E49BF7,108750
N1BE08E028543D3F7B,41748
F219D7AF5FB0DA03A7,111243
C127381082B8197924,17689
A1B12B9D2298AFCF33,18204
N26505D76EB6CD9C41,70463
G2859827C1B941BAD6,97313
K18A4011B7BAC7EFA4,29050
R131AE36C0F7CC270C,57425
S2F16E9FD4A6AF3725,74460
C2D873A1160444D205,119942
F20F6E50048F3D8F2B,99861
J255096EF982688F54,68785
H194EDBF7388212027,51678
N21C17671F9145CFDD,45886
K2AE7A4C3F2CF54E13,71137
A15064A8C3E3CC6482,45499
H14266473CC46DDFEB,57429
D2080C9A3BE31C8419,45889
F18D489390CFAF8A50,464
S1CAF426155419FDAA,17697
N1DD48CBFEBD902F18,17698
F296DE1C1506554619,25854
E2AE88034DB35A4996,99712
N240825CAD7580E82D,82612
B27AC685051E734672,82618
H2D052006DCC47221C,114254
R288E4522E8AED598B,122362
F1949CE74E338754F7,68791
G22FA896CA09DD864E,119951
F2049818AF83828656,121051
P2034907F7BFC31778,63089
T2ECBCB9082960DEE9,91711
B22A757F53FD1B5426,80215
H1C2949414E8ADA1AA,29057
F22D763129E43BF9D5,92275
A27F0F477BEFDCDD94,6055
C218A95EAE5F155D6B,116659
Q2E1B38D82F830AF8C,63091
P2A597C0726DC86442,101068
U2BAB5B0D5225CA6BA,113854
R2714E59A18C4A5992,45900
B194CD12F81ACB4BF2,17705
F1131535B40281BFC7,26805
M2F0E42D3E83219BD2,88386
K2CDCDAC920DDD1950,74468
H27859AA3257292444,88391
P1BF297F22866865FB,103051
H238981BF1CC442514,23503
E1439C3DDDD89A32A4,45904
F23778D31613C410EC,76923
G259C9627BAA4F7BE9,119959
F20FBA4DFD60E9349D,6061
A2426303BC555DB706,95058
Q1B6BB388D4906200B,80223
L23CF25A864288D602,103054
A2D5011811F3C26F1F,77877
K2514DED50AC807442,103055
R2261E3BB50E6DFFDA,34628
F1086C41B329167686,97330
H2F33EEDBBC7F87498,2953
G2852E1890CDF555EC,40277
G1EAE08B2C6295F368,22926
A1FB9B47E90ED6B972,6064
N2ECA5A5EA1630AC30,6065
A2DAE2B6D75E6082A4,63103
A2B96F75E212D1E33E,40279
K2063C046DC05CB355,6070
P2F4A16D8C5A25F710,45911
N2558236BB628AF5F3,45912
T27EA0B714F4AB9741,17714
Y2D55DCFBC32B502C4,45913
L114084491470A8E47,57018
A292BE3C71EDABC0E2,110053
A18F2831B3D30A48E0,481
F28D5A3A3E13C543B4,8597
M1F7FAF152B0AC215D,11891
A1294F9E2EA1163ECA,108543
V24B44234B62ED07FA,103064
N1C3794D541EA0D944,11893
P2BB23D206811FB5A5,102623
H26FA12D05B97B780C,7548
F1C6A9DC65CBAEC8D2,103065
O29D0C0CDCE99A6862,17719
H2A0BEEDD7FEB41703,11898
C15F70D37F1747E26C,6077
L2F05F07C1BC602635,51704
B23C7F67BD2253027B,108546
Q1691CBF08C475188A,114159
F1522728A7A4292A72,40289
E276D5E94C8ABEAAAC,103070
O2BE438A0E9DC0A34B,108547
R26BD22347BD47611F,88496
B2DCCF49B09BB20EFA,105538
N19B5945DC7763B255,54280
A29CA4388BA77057B5,119506
T22B475351845BED4B,108549
H1A0798CC8F1701C57,14306
A2DF4B8943708286D3,89350
T18B19AB0227A4E8C8,68809
F1D3321BE8D8EB4CEB,68810
F2BD6122F6AA85B262,34643
J133B4DC623616C498,23518
T188D8590CCF9D710A,85991
R2F9DD436FB8EDCB88,45923
F188FBA271EB6651D0,20346
Q2016430D4008ACCFD,45924
I1FA26F0B8E8CC4266,490
F1BBF6B5DCC88D407E,104373
R18B4FF5651B0E1577,96920
A17ED645518F36F85E,37158
S2A2610087C30F306B,121425
L21792BE0B8378FE4A,3837
P1737E105F3AB6D351,103075
T15742B7131B0051CE,77062
M1490DD16A8CDB22F7,122403
G2FCC5F6B935B3899B,116550
T2BD2CF09BEEB42FB4,114288
Y2C8A9337F40413B7E,6086
N2CEABFC47C16E19C5,48528
N281A1A90755095E21,49335
A16A23CE2A6D6E50B8,17729
B28BE9E58638CF930B,23525
Q176E2F51F24E69CD4,89352
N1DFBF10F31320A233,114290
L2CB6BD04DCDB9B323,17730
F2F91DC23FD1CC8806,29084
H28A918BD0304FE0B5,68822
A27786C9E3C3927607,495
V2F3CFCD61C776CE30,34653
T2B382194D6662B6B8,63125
A2D445B12999CE81C3,51723
U11A99BA7F6C2E86C5,91749
N14796CAADD23FBB21,11913
G26BA23CE1E15EBAB0,74496
S205B27E86A7C5FF31,497
F2EA98E9405444C98A,29087
T109F219565F916D26,11915
M14A98EE58996B635F,86005
A17935A4DADBDFE316,108563
E28D1F01019D836DF5,42877
A1FB00480435394D12,119993
B1EF5501A30F3823B0,29089
A18FC70D1DED9C04B8,23531
E2C0ABF03E471DD840,74082
J14FC039652B575972,80253
F24B74983FC2D354D7,86412
L17B4B1CE66D78CD68,51730
A28F399C3028C69ADD,20435
W2B0C7C6B0905D3CB0,117593
N2E2986859626F9D03,118752
S1281B34F31107A483,34665
I2C4A5EB4FE094628A,11867
A20E5726BC8950C574,57471
R206CA027ABF73BF6E,41754
L1672043F64397DA2B,74505
Q29F21BF9AE8CE368D,17737
F1EFF4A4F5AEFED13F,40315
P2B2CF7DC465566776,42062
N1F3CD6BED1DC74480,40318
N14ED25C495B55A5E0,74508
F1E6B8DD059F49049B,115721
A16F4CBE637584CC2B,41655
T16999ADBDFA247D68,6097
N282AED9238CEA332E,85046
A2170EDB2A775A94F5,86017
P2EA2F8DA87897E408,75282
C17E96A232E4CB8DA7,17742
F288857B48002A9032,8781
B2CA51BBF185F6C157,23544
R2F56879F0E7E2E1AA,80267
X27428D229BB5C0F86,94966
H1DDAA0B18D474AF46,11924
D1A337FBD5358001FA,93877
T2445A24F5CB82FF8C,97368
K117AAE14496007B60,91760
E2BE8393678871E9B2,91338
H1C2AC1F6EB22B7B1A,121431
N20119FCB77A0AB293,114303
F20A182351609B9CBC,6104
A1A247F9C68A7EF0BA,34675
E2FDD17A454FEEB4C5,123321
A290D943E3EF0893BA,11925
L291101458610A6365,6105
Q2B6B6512BEE6F65B0,114304
D1F515E9B501185A00,100020
N2B2B2D0950312468E,42969
S16D17221AB8068656,86020
O21D6C14E4451B04F7,11929
L1F5BDFDC762E910FA,514
B1678631D3B6F4E48F,3218
F1503B9DAFAADE540D,63141
D282FD8A80CDA9F993,87685
K11C135271FD092001,29105
E2561BFBB09E5136EE,48685
A24483D757476577A7,17923
B17699B72CED56EC2D,80281
T2861BAA5812D32476,63143
D258AE7C91B068C9E8,114310
F14F9A38A4BA08221D,17759
A2CD0931FE675B87EA,29106
H1BCE55C9FC2E12798,91767
E2CB9387178C430549,110061
H2971920E00DA80FE0,110222
F1E8E337395A0DD039,95916
E2CF6754401AC5DCA9,40330
T2B95266B1B3A9412B,120017
C11FE120D6C37529E6,29109
B121F502DD81109040,71545
F2BBB7FF610A7EC673,23553
A1883AC4D3C67F78A2,68851
B2627F2588F22CEB16,17762
E23FD0B1C3155FDE4B,40332
T10C69CF2229CEBED4,114127
E223B5E65E155FC80C,40333
F10380E5507139E4E1,23556
T219834E3F5BA63A5B,524
A28092CF38E2F042CA,6115
N2911D09806B54EFBD,115724
E22D4F76A7F3B2AB81,120022
A16B3FF53D18D39EB2,86032
R24F2A6686C69E15DC,29117
A1F49094D0788C4875,91774
S117D1E1BC9F43F3AA,40339
B13CEBECECA58C7F98,29118
T2F6543286AFE92407,68860
E161F40EEC06FF1952,86035
P14EB61B4FA45EE59A,80292
M1249AED014E49BABB,6123
R2F1A08E57762DE173,3842
Q2B4986A7DA0AD26B4,57506
H2518E4524E8BF23A6,31859
E253F3628853F01E73,11949
H2D208D19A05710756,80293
H2B5724F72839B1A24,17771
A25BE08464B918CA9E,108606
F25B374DF885773412,103119
F182953AB1C9F61B23,533
E26BC7047568266693,29121
A249C80ACEC8ABD362,17774
F231F5B82A1CA6C980,77891
Q2F704DF5FAAEC1481,6130
F2EC08BA9392420097,34696
F16B3D66B2B7943AAB,7558
N2C1DBDB861D1EB14D,49348
L13FB149DB8501C8E3,108608
Q2521B74963DCA672F,120032
A13222B281BE3B460E,40350
X213F15A52567CB17C,68866
P1DB0086FDDAF06C39,108609
B2823F0B743D88C039,535
J2697ECB585323044E,51759
Q2A3B62B507BD0B54B,114331
P2B711B0241BDB871C,6137
T2FA431331BF16152E,80322
B227363C949CDCB8DD,47421
T23FAA30DA095F39CF,34701
L10AC446E6FEC49043,23134
A10822EC59BEFFC031,105661
A2E56D2491485AFAA6,17780
R15F4C37E13858A92E,60363
F2913936FB1F25334B,17781
T25CA0902EAE65FBC4,97396
N2D9FD97B6FD1CCE03,11961
F1BF092B6C5150B857,36125
G1603C3430A09D5888,121110
Y272731A98B5615704,77372
F24ECBCAC5FFD7ACE5,29132
N2E7454685B16A16F0,120038
H1D2FB9E113C759726,40433
A2732F4F840707151C,51765
T27818C88EF550C62A,34704
P1987AE01A126EE7FE,68872
F222A2F5344FEE315C,29135
F275882D5B22DC8CE9,29136
F1D522774221DAAB96,11968
P2852A139D741B9160,121440
N1E88908E71FC2E7DF,54863
F10390E485712D48F3,45980
R29C68820753FFF3B6,45981
T21FECF49F1F3F0702,66219
K167DA346DC5B2DF83,91839
T2B23512DBDC8C1173,123325
R2854494ABCD011257,114775
T2257ADFA20993E6BD,80317
F1B750810F3E3CC079,17787
Q220A25BE2D44543DB,73638
M29961706F61FE38AA,11975
P1087898A90709D480,74553
T26BD2A8C0E546C37A,45986
V202D6FD8E860CFD8F,68879
A2E6C23955F11A8035,34711
F1E8EB503394E609DE,11978
M16A44CA81A3E3DDA3,11979
A200C75A7E4E2A1C8B,17789
N1F3E205C4413C4086,60826
A280399E179BF87D75,9076
J16FCEA44784927EA6,6150
J2BD27335698EBA8FF,87477
P1D07AF777CCAA76DF,86057
G141D0BFBF29381267,63183
B1B4D674FBB7D1313A,11984
G29B1DAEE9DC526C2D,91809
T22BA430397F0A8949,11986
Q2F04F69017D3A00B1,97413
D17A177C96BAB38815,45996
T2846B3EBB2D958DB9,87478
A14E1C8BA1309A736F,91812
F2842987B2682C828A,557
N26E1F0926C3277B06,6155
A14B398389481892A6,108856
F1A49D30D5DD66066B,32376
J1AF430C7189D291EE,29152
C15AFB7F645C2C7569,124910
A2586F1931CBA51F2B,83281
T2424D5F69AABBE3C0,40379
K12DA96AED167438B1,57533
Q24695BF5B305F7FE0,46004
R22CE2816BDE481AC3,106581
O2AABA712D720102D2,11991
F1E22435EBC40B9171,117602
S1613DAA2C4DC7F0FC,34726
X2FD9B9C995C5BEA7C,57535
F21E72C89738499DC7,111618
G14135F8DB2F2B62DE,80335
E1FF843B9520E1BF82,51782
F2AB29BD6771F88157,60517
T1C6A78A381CCE9865,106556
A207C4AA6786ECDA8A,23594
N1CE7AB5E0EE3CC9F6,97422
A291CEB120783A18FC,86070
L24CA84CAAA94D859D,102271
E1C6FDAEFE9C31B32F,40384
E11B92CC3852362180,11996
H101729B01909EAA2C,66108
P28B39499F767A726A,86071
F1BB51CC0756C1555D,103146
F13E8A74AB701D5392,20876
F2FAE78F979B7426E3,9498
F2B9DABACA7D58AF63,110438
P26A1418B1E48E0EA3,29160
J1728D59C815FF7378,103147
B29452AE6BB51D7AFF,91823
F1612732C2AE6D8A35,4449
H16EDF3C9E44FED793,23599
F1B68031832C38A778,32068
E2D1471B14F807FE44,17805
D159FFEE388DB5C76B,86074
F2DBC974BE119ADF26,3849
O2C0E459BC3D71D6E6,114351
B24688449D27912C3E,108645
C1BB2831508932D444,100683
A12BF4196CF6E7B176,74581
J2440AA9DC4F7949B1,12004
E2E9F11AE31CB01B90,12005
K14D6E6F1813755792,85761
T205B7F645C42A114B,120165
A1ABBD830BE44F25BA,40392
Q1A9147B3D94891D86,68906
Q244DC1636B826F528,51795
F13D1FDCE160A9571E,34739
T25C33EF80E0E40F31,30505
R18AEBA4CE4469B546,23606
F2D33474AACC423D56,51796
F219C7EB8E1A4B909C,97721
E19FB7AFA8D5BF0311,105972
F2EA7C1BE029C7270F,83382
A200DE6A81DE8BA9D9,68907
Q281981A9260F7F330,32110
E163704C265AB4F945,86083
E28EAD04FA9C8739D9,91830
F226AA3E64CECEC7F3,63203
A122C0FC3D44A217C2,51800
J2F3520C44F1DC92B0,103152
H130362724E661C8A6,23613
H2464F18B7489EBCC5,63206
P245576CB0EB7DB380,51803
F22F2AD79C82E7825A,103154
T2D31392909B2BF4B1,6173
S2301B24D22528EEA3,49115
H2308E7B21EAB99021,29178
S281EE5775C9ED3465,74587
N1D77280844DA3A887,51804
L29B905FA7796AA38B,34749
A1C74086821E23905E,113963
P2B038AF7A7303ED81,17814
A1925E0DF1EB8D5E89,13576
S111823A90B5A32DFC,97441
P27BB076721271B4A5,103900
S175BE776D9E925772,120080
P1EA72D1925281468A,40405
B2E710FABF2B4F4ECF,106154
N1BAE99385EAEEFA65,119568
P2487E70F1B69D97D9,12016
P11511BA901D102995,91843
R2E9792FF27AFECECA,32169
R25A570A58708C6500,65448
M21FAF968392A64DB8,20119
Q12CAAE735B897AC69,105744
B25E2F748AB0C0B3F6,68917
F2C2BBE49F6A6430D8,9307
H1FB9D247E8DD2F032,100689
R292D75B133D8E054A,108663
T246967D41738DF7BA,74596
C277B8922C74E859CA,6182
F21932B537C384B58E,582
K1A9296D68BC081558,97447
N1FD040D9AC71A2BF3,34760
P2199962D48C123FE5,74598
L27EA8B8D22E8CA3B9,57565
J25C45FAD0F03A674C,116279
L1C145ADB1ADF5E091,29190
O259047BD249707194,6184
W28A5728656FF8E8A2,77902
E260178B7EB98866C9,113
A1193E8C380F15D0F1,40411
A2515E1DD72FE959BC,60835
A23CF18371ED3686DD,51819
A23B7AE874272F866F,9351
F26B078D7BB6D7CFC1,46037
F1C3C9271ADE482E11,114383
F12A1D563EA9F69034,106372
F262335E8BF66FA215,5694
N130B320A88DFA0036,104356
A299AC7602280AB574,43655
L269B42CDBA18E2900,68927
L248760BAFD682A9B3,29197
H2F92D970A31E71052,103169
D16E4D2660F8E8B665,34765
B238CD29C66A09E8F7,72907
E1AA292D319431DC3E,51825
A2C73DAFB0BDA179CF,83656
F2663F265713679EB7,63228
Q2D2CF2C8D44E66B69,29200
F16FD68F6BEE6AE046,51828
C10DF83B3617ECCF0A,114388
H295929CF6DD7FE94B,591
H119909CC43BE714ED,1963
F1836BA66752B49C94,57578
P2DD05F54A57914EF1,108673
J20C17F59295EAEC8B,86108
H284F9BFDA610465C4,63231
M17F1C857697BC20B5,29202
F1DDE9B833CE88601C,123212
Q2EA9A13B18FDD3358,74611
S1F106BC7D4C17443C,80378
F120A1F8BACF479D88,87487
R17BD2AC013400B07F,51832
A247833DC815CC7E31,21128
U2F01FA164D5C244BB,15327
E27B9A46E277DA584E,57585
F188A68AD7A1ECAFC1,74615
M240BF156BB7CFFC17,596
J2F47E3D7C115866DA,108684
T2E7935712BF6CF859,46049
A28A1997B577F9D625,17842
H220EF9107B8BD13A2,100692
F158C9736BBA0D0B69,117548
A16795E9C597E9A35C,63240
T2463BFC50308D142C,600
R2E01C50B0C2D0EDAF,17845
N19DFA43A5324DAD8F,114400
E29BD57214EAE2C34E,40428
F21DB1DF48F245DDA8,12043
E20F29D5FB140F315F,75984
M1CD5A8B175DF9927C,103185
A14BC5C5F169D1AC8B,108782
G164A92B1DA493F20B,23646
G125A4C1ACAFFA1F71,108691
F2E4358AC650C92F50,119674
F2210EEEB0C056D4F3,63245
H105BF6A74A13C553F,121456
N233C96D40CD60974E,80386
N288A3AFCFAB2943AC,120100
D26ACD37EC4E31AB77,68950
E2BC984B3440CCC11F,77883
J2EA1203B25ECFFF84,29218
S275B175F49436CD74,23650
K1D5EA39AF9358C853,606
Q11B57B4EF1A24ACA1,103190
N1E574F38DB1C82E1C,11490
S162971751C65BF433,12053
A24F3BC8B91B0B7C7F,13454
R180F3E2149DCBA770,63254
J1EF93F51A30233343,91353
F25CAF84E37F367075,103194
F2711329426B5F7606,40437
R2995B8C24D685A737,120106
F190F3D6965E46479C,97473
P112BDEC607873E510,23653
H1746B087E1399AF79,111136
A25DD8234FF341AB1B,43669
A26CA2DBC8E5D23BA3,110830
F1781C7331C7849966,23654
V20CBF82A535017D4B,40439
Q2C6F36D3EC6B9C236,55159
T244B674543E1A90D1,115747
X2D075F89CA9E37BEF,613
F22CBE5554A579D42A,34792
M24C42DB2282919535,106377
R2B8611DC875CC4413,108386
F21587C96C9352EC76,60868
A11AA9CE3FC8F0FD75,80394
Q254E09CDBFE6C780F,57612
F16F707255FF0C7F54,103197
P2603BDBEFFB0A9B15,91884
N2F3E8530B6DD02BE3,115749
S2401E7D9547465A9C,100696
M1354EA5223C450DC6,29233
J1603BAE89F3CA2763,68963
R273A288A6453B65E5,6229
T1067C84A09EA656BC,6231
M2A4A262D92A67460D,12067
H21FD7FF00A8F06B0B,96954
F13C470D358F3B498A,17868
P1E47DD6C5868E23B8,43734
R2B058D1801FE01993,46075
S29E605FAE3173AAE6,108716
A283EA092A16B104F0,91894
F15BB6CCD56646D61E,78022
S2F0F368B4185FB431,46078
E1FB94D2DA74F637D4,87492
F1AF9E17FAF3E0E0A6,17875
E231AF2AFA74247B4A,40460
S158874AEE6C4D40BF,46079
R2A76DB19FA1F35884,80408
R256B824E3FDFE6806,3971
H276E1CC7B44B9510F,17877
A2D6B62571D5958336,51869
H2F6003B18D2B45C24,38120
N2757D5AD986D38B58,80412
R14BD649CDFA0516BE,17878
M1687189E7BF100B1B,6241
R2AA6DAEDDEC0D67C7,87493
K1C4FCD32FBCA982C3,83664
F160381E775F886568,91901
N1783E3AAEEA41AC93,74098
N1CBCD2D2230C55973,637
L172C12D4685E8CCE6,121462
B2E176BB8B89083B8C,114435
NA,40467
R25970E87ACA82850A,23670
N19033BE983679E590,57630
A1C15400A69ED1CDD5,123479
S2B33D4FB571105AC8,80421
K2F496FA37E22B1083,117622
S23FE1558B59E53BD5,12078
H1B6BAA04E4ADA18CC,108729
J298D98A5B26DB2177,110535
F29E91C7C3B3C81BAA,17910
D136D4131626AF3029,57633
E1F97FC34E8FF38A64,51876
Y1E8C8DEFA48BD9887,23674
T1D88AA99E476E9A47,99456
N105BA0272A3614754,29248
M234E080160BB852D2,74653
F22E08047D2F390D48,34812
F123DF2BE5AC4A9803,6794
T1CA8FCDAD2BDA6735,97503
J285D295EF73D4B213,642
Q22F37AD9EA3A85FA4,40471
F2C743734A45EE4EED,124832
N2744BE2DCC0C4D635,124955
S21D9F97D97240790F,29250
E1C86D5149E9ACEB18,57639
M12B31E1449A92EFAB,66680
X2ABF0E65242C5B61E,108737
J1CE92434ACACFD59D,120140
N1F8F0412128687AD3,80428
O2AA30C03FC701FD7F,114448
F2DD4D7FA4FCEB5A3E,650
G273A635967935A9D7,23682
J2CD10AC6DDC12D1CE,29253
A2E9B054034590AB68,91907
J121B49B3FDB1EA4D2,74662
I2389D53BF15905ECB,43853
T22F4B0C214512C1B5,63286
Q26010C083EBC3FC2A,29256
R1D9CB307A6DEE6A63,91910
A14FB75ACB65007C91,74663
P26B451FFA84C2938A,108159
F2CE3EFE25BB12D25F,57645
L247D16A68452B7A87,29258
Q17FD789A399C948CA,20226
L19E6251968D95E88A,12097
P131A4C23F677761F6,656
H2B75C68BB84564D18,63290
Q238CAE5269ED1080E,117903
F15B6D7129333E21B3,63292
A20873B6ABA35E236F,8595
T22B89658D35CEBA8B,6267
N1C1C7A59304ACCC58,12100
A23E33F4BD90903CEA,40482
R25FE63DDE06F6849F,97938
M26FC6C974BC267220,89633
E273F29213ED4E1B78,114459
J166E652AB1B1C5D89,112584
F1BA1C27CAFD7C775C,51892
N19431AACA4EBBFD56,106654
S18BCB5DB548BFE605,40484
F170100E7EE4C3ABC5,660
F2B3AB98B60519EC70,17908
F2F962C5C67D6DBAE9,80439
E24FEACA62A0298436,79841
T1290917D029E701CA,110089
G2E2AC86668A1EEABF,6272
D139A4894AC25C4317,661
I23FE8C32A9CC298C4,108751
L1FAF88E6CFE8DC24F,23690
H1BED58F18B510F049,28706
K27D51FDD5FDA1EF26,23692
F2B3E60B3F0F7597B2,86173
T298A45F398ABE9DD1,55148
A26A0CFB37DC530274,63304
E2425C3B9C9406134A,46109
J232D617067CFC1D4C,95101
L2AB1803EDE9D5FD66,97869
G1EA8DCADC1FD76C6D,61328
N1254F44DE73794F7C,6276
F2630C81EAB57EE6FB,87498
E239F4720539783CF6,57656
A299810FA81EBBC071,57657
R1B1D9614684157592,51902
N2DE79A7B25B893E13,63308
E2D20B5657E922A8F7,12115
S2931888FACAB5CFBD,29275
F1D89196C0EB70250B,23698
F284183AD56344DE3B,40492
Y1E0E6367A658E506D,12116
D120FBC294B0451AF1,17918
F2869ED031DC7AABC3,106733
C168E95972E5A1B42C,49718
M28A9EA3AAB49BB2E7,51907
J2FEBFF34BF09FD60A,4210
V2A85F74CB005DCE6F,17921
T2930A74E4CEBE006F,114475
E2CD066C147CDDDD09,89739
H2DEABCBB46DD9EAD3,40494
R2ABD3D4EFCD0AD691,120164
T2F396EEE1863FC7ED,80451
E265A5058AD2CD231D,108762
D1377F754242CCD45F,6284
U1E537B23A7E854325,17926
H2EEB7AD3BA88F9B8A,106768
C2CD476D02CBAA74AF,679
P25A51AF53F7F8330C,6950
F15C56F093BF62AF3A,77918
R1ACDB4D13348AE206,61215
T22599D2FEA129808C,102666
A2DE49A9F4D73686C7,101094
H2A33E75CE3EFBA914,108768
C1A560CED3AAC41EE5,681
E160AD9F928644986E,108163
E1E402378AAB826531,23710
A27938E8683247F718,113201
R2F09627FC915270A0,80458
S20D659FC7C2352DC0,51918
E2E45EAE70E0F7E814,40504
H22983D44132E429A1,91934
F2B39552E2981A67C5,51919
Q289D82FB53E7669B5,114286
E23CA01779B060C2DA,12128
H240AC0809A986C841,55069
P1BA343CADD3BBCD69,7581
L26D5606762607E056,86198
L14534298A75128089,74693
C1893EF82757A2EAA5,74695
F252958D6297E1F6BC,69017
V27DEE58638C274445,12131
T2CEE3F00A6FFF5E71,29296
MA57441C801134B116,51929
E16F7BA381E3399610,57677
L26B59925ADF38A2C7,17936
A27FAB4EF567C2239E,103261
Y257E5E3897D1C8019,21703
K24D5C800157BC1BE2,21233
N1B35E0425F30F862B,34849
J1804A52B89DAA3F02,29302
O1D4DB2F07D02839A2,114485
O2B74A2B2F4FE42D47,6304
E28F3936CDC24B11AC,23716
N2773A78EB60315783,63333
R1A5B4D9CAF655104E,691
N13C573C6429FB4001,10011
T18A1E93B06698913C,31941
Q2EC095BE4603CAC13,12135
F2ADF22459F056D251,34856
H29DF7A817EF6CEA7E,5709
R2F14F33DE3D25D9FE,23717
K2D6351F0FA6469D4A,101182
F13582F1BCADE9AD93,123812
N10E75C465BC4CFD7C,57683
A11ED370D417C19965,6309
G22249CA3EFD6212C0,694
A1DC5630D173C1CF35,51934
N26876F00214D15097,46142
F2E3EE0AFFB9865884,97556
Q18DE9C431B95B48DA,34858
F2B5DD6A9603261510,29307
P2F5EA2F7A0F551EAC,29308
H1199D934C738FBFBC,57687
A2A85DFEEF0104CB5A,6311
A2DCB12BFC389E816B,24787
S29C6314A64C3CC36B,63336
A26A1F988006B6EDF5,23722
H2DE9027CBD0C8E9C3,86211
E2010D3171199DF2D1,103273
H2CEE1B52D95E1ADDC,97557
A258ACD0AF9770E38E,119686
L2EAC11FE424AB03A9,23723
F2E8BC75DD10C9E431,91949
F14081483DE1FD64D5,106390
B23E78F1A406038845,63339
J13A498BB8C2A869AE,63340
F10E5A2FD87D1215BB,12144
F155CD8E9A925B96AE,129
F289EFCDF55B46B16E,6316
A2AB0B4E4813AECA7B,80479
E24346DF390315080D,55665
L239F4BFF8091AC97A,6317
N2F02B6299E9169046,49903
O2D32ED77AD5451398,6318
E29452E2B889E01E3A,34865
E273BC0C407625BF15,29317
R2FA27BB239C159C23,114498
R1F6C3FC72D1C2D213,108793
