DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,cnt,MIN_DIST
WEB,F10BCF75D0A45D0E55,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,2
WEB,R10268263B1A54407C,movie_總督,WEB_322,1,20
WEB,0975XXXXXX,movie_國賓,WEB_231,1,10
WEB,A22363EA89CAB2F5A6,BANNER_飯店精選,WEB_60,1,20
WEB,F292DE4261A6461597,綁定「178」APP，支付車資享5%回饋,WEB_472,1,7
WEB,F2860B028B440A01E6,movie_新月,WEB_319,1,18
WEB,F2BB8F555FED4C2149,movie_ez訂,WEB_106,1,19
WEB,NA,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,18
WEB,F24E5628EF679FB9EB,BANNER_OPENPOING,WEB_1,1,24
WEB,U147A28073BCD1476B,movie_ez訂,WEB_106,1,7
WEB,A213F7D4B0ABF9635B,movie_國賓,WEB_231,1,4
WEB,N12FD8DAF86FF86720,movie_美麗華,WEB_209,1,24
WEB,E2D90FA432FB170B17,BANNER_飯店精選,WEB_60,1,27
WEB,C27FCDC57156AB3EB2,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,26
WEB,V13ADB81D444F2A91A,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,7
WEB,L10C6F61DA6312293D,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,8
WEB,A1CFB2D142C433C391,BANNER_OPENPOING,WEB_1,1,26
WEB,H10A949F7B2FA3967F,BANNER_OPENPOING,WEB_1,1,25
WEB,F1670FE5174175CC4D,BANNER_OPENPOING,WEB_1,1,0
WEB,F2E6A4D8BF247E1C26,movie_國賓,WEB_231,1,13
WEB,A2AE20F94D80DEF360,movie_ez訂,WEB_106,1,1
WEB,L166782AEB1F7EA921,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,2,25
WEB,A1EC4668C9239110C9,movie_ez訂,WEB_106,1,26
WEB,A1A91B1C660FDA5DBD,movie_ez訂,WEB_106,1,19
WEB,R1FE0B87F3CA658955,BANNER_OPENPOING,WEB_1,1,17
